Brand,name,Display,Processor,Weight,Memory,Ram,img-url,Price,URL,Number rating,Average rating
Asus,Asus Vivobook 15 X1504VA i5 1335U (NJ025W),"15.6"",FullHD","i5, 1335U, 1.3GHz",1.7 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/305008/asus-vivobook-15-x1504va-i5-nj025w-thumb-600x600.jpg,16990000.0,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-nj025w,2.0,4.5
HP,HP Envy 16 h0205TX i9 12900H (7C0T2PA),"16"",4K","i9, 12900H, 2.5GHz",2.32 kg,SSD 512 GB,RAM 32 GB,https://cdn.tgdd.vn/Products/Images/44/302980/hp-envy-16-h0205tx-i9-7c0t2pa-thumb-1-600x600.jpg,60390000.0,https://www.thegioididong.com/laptop/hp-envy-16-h0205tx-i9-7c0t2pa,,
MacBook,MacBook Pro 16 inch M2 Pro 2023 19-core GPU,"16.2"",Retina,120Hz","Apple M2 Pro, 200GB/s",2.15 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302149/macbook-pro-16-inch-m2-pro-gray-thumb-1-600x600.jpg,58990000.0,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m2-pro,,
HP,HP Elitebook Dragonfly G3 i7 1255U (6Z980PA),"13.5"",FullHD","i7, 1255U, 1.7GHz",0.99 kg,SSD 1 TB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302984/hp-elitebook-dragonfly-g3-i7-6z980pa-070323-114211-600x600.jpg,48590000.0,https://www.thegioididong.com/laptop/hp-elitebook-dragonfly-g3-i7-6z980pa,,
MacBook,MacBook Pro 14 inch M2 Pro 2023 16-core GPU,"14.2"",Retina,120Hz","Apple M2 Pro, 200GB/s",1.6 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302146/macbook-pro-14-inch-m2-pro-gray-thumb-600x600.jpg,47990000.0,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m2-pro,2.0,4.5
HP,HP Envy 16 h0207TX i7 12700H (7C0T4PA),"16"",4K","i7, 12700H, 2.30 GHz",2.32 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302979/hp-envy-16-h0207tx-i7-7c0t4pa-thumb-1-600x600.jpg,47990000.0,https://www.thegioididong.com/laptop/hp-envy-16-h0207tx-i7-7c0t4pa,,
HP,HP Elitebook X360 1040 G9 i7 1255U (6Z982PA),"14"",FullHD","i7, 1255U, 1.7GHz",1.35 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302983/hp-elitebook-x360-1040-g9-i7-6z982pa-070323-112809-600x600.jpg,45990000.0,https://www.thegioididong.com/laptop/hp-elitebook-x360-1040-g9-i7-6z982pa,,
LG,LG gram 2022 i7 1260P (17Z90Q-G.AH78A5),"17"",2K","i7, 1260P, 2.1GHz",1.435 kg,SSD 1 TB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/286297/lg-gram-2022-i7-17z90qgah78a5-fix-thumb-600x600.jpg,42990000.0,https://www.thegioididong.com/laptop/lg-gram-2022-i7-17z90qgah78a5,,
Surface,Surface Pro 9 i7 1255U,"13"",2K,120Hz","i7, 1255U, 1.7GHz",0.879 kg,SSD 256 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/305459/surface-pro-9-i7-thumb-cảm-ứng-600x600.jpg,42990000.0,https://www.thegioididong.com/laptop/surface-pro-9-i7,,
MacBook,MacBook Pro M2 2022,"13.3"",Retina","Apple M2, 100GB/s",1.4 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/283464/TimerThumb/apple-macbook-pro-m2-2022-16gb-(22).jpg,37990000.0,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,15.0,4.7
MacBook,MacBook Air M2 2022 10-core GPU,"13.6"",Retina","Apple M2, 100GB/s",1.24 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/289441/TimerThumb/apple-macbook-air-m2-2022-16gb-(22).jpg,37790000.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,6.0,4.7
LG,LG gram 2022 i7 1260P (16Z90Q-G.AH76A5),"16"",2K","i7, 1260P, 2.1GHz",1.285 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/286294/lg-gram-2022-i7-16z90qgah76a5-301222-033301-600x600.jpg,36990000.0,https://www.thegioididong.com/laptop/lg-gram-2022-i7-16z90qgah76a5,1.0,5.0
MacBook,MacBook Pro M2 2022 10-core GPU,"13.3"",Retina","Apple M2, 100GB/s",1.4 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/282885/TimerThumb/apple-macbook-pro-m2-2022-(24).jpg,33790000.0,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022,6.0,4.3
Lenovo,Lenovo Yoga Duet 7 13ITL6 i7 1165G7 (82MA009PVN),"13"",2K","i7, 1165G7, 2.8GHz",1.168 kg,SSD 1 TB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302520/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn-thumb-600x600.jpg,32490000.0,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,1.0,4.0
MSI,MSI Summit E14 Flip Evo A12MT i7 1280P (210VN),"14"",2K","i7, 1280P, 1.8GHz",1.6 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/304540/msi-summit-e14-flip-evo-a12mt-i7-210vn-thumb-1-600x600.jpg,31990000.0,https://www.thegioididong.com/laptop/msi-summit-e14-flip-evo-a12mt-i7-210vn,,
Lenovo,Lenovo Yoga Slim 7 Carbon 13ITL5 i7 1165G7 (82EV00AWVN),"13.3"",2K","i7, 1165G7, 2.8GHz",0.966 kg,SSD 1 TB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/288373/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn-thumb-600x600.jpg,31490000.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn,3.0,3.7
Lenovo,Lenovo Yoga 7 14IAL7 i7 1260P (82QE000QVN),"14"",2K,90Hz","i7, 1260P, 2.1GHz",1.42 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/288204/lenovo-yoga-slim-7-14ial7-i7-82qe000qvn-thumb-600x600.jpg,30590000.0,https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i7-82qe000qvn,7.0,4.4
MacBook,MacBook Air M1 2020 8-core GPU,"13.3"",Retina",Apple M1,1.29 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/264420/TimerThumb/apple-macbook-air-m1-2020-8-core-gpu-(29).jpg,29990000.0,https://www.thegioididong.com/laptop/apple-macbook-air-m1-2020-8-core-gpu,9.0,4.9
Asus,Asus Zenbook 14 Flip OLED UP3404VA i5 1340P (KN038W),"14"",2K,90Hz","i5, 1340P, 1.9GHz",1.5 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/306070/asus-zenbook-14-flip-oled-up3404va-i5-kn038w-thumb-600x600.jpg,29990000.0,https://www.thegioididong.com/laptop/asus-zenbook-14-flip-oled-up3404va-i5-kn038w,,
MacBook,MacBook Air M2 2022 10-core GPU,"13.6"",Retina","Apple M2, 100GB/s",1.24 kg,SSD 512 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/282847/TimerThumb/apple-macbook-air-m2-2022-10-core-gpu-(20).jpg,29790000.0,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-10-core-gpu,4.0,4.8
Surface,Surface Pro 9 i5 1235U,"13"",2K,120Hz","i5, 1235U, 1.3GHz",0.879 kg,SSD 256 GB,RAM 8 GB,https://cdn.tgdd.vn/Products/Images/44/305456/surface-pro-9-i5-thumb-cam-ung-600x600.jpg,28990000.0,https://www.thegioididong.com/laptop/surface-pro-9-i5,,
Asus,Asus Vivobook Pro 15 OLED K6502Z i7 12650H (MA036W),"15.6"",2K,120Hz","i7, 12650H, 2.30 GHz",1.8 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/293966/asus-vivobook-pro-15-oled-k6502z-i7-ma036w-241122-102229-600x600.jpg,27990000.0,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k6502z-i7-ma036w,6.0,4.7
Lenovo,Lenovo Yoga 7 14IAL7 i5 1240P (82QE000RVN),"14"",2K,90Hz","i5, 1240P, 1.7GHz",1.42 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/288305/lenovo-yoga-slim-7-14ial7-i5-82qe000rvn-thumb-600x600.jpg,27890000.0,https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn,4.0,4.0
Lenovo,Lenovo Yoga Slim 7 Pro 14IHU5 i7 11370H (82NH00ALVN),"14"",2K,90Hz","i7, 11370H, 3.3GHz",1.38 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/288374/lenovo-yoga-slim-7-pro-14ihu5-i7-82nh00alvn-thumb-new-600x600.jpg,27890000.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-pro-14ihu5-i7-82nh00alvn,14.0,4.6
Lenovo,Lenovo Yoga Slim 7 Pro 14IAH7 i7 12700H (82UT006CVN),"14"",2K,90Hz","i7, 12700H, 2.30 GHz",1.4 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/302228/lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn-thumb-laptop-1-600x600.jpg,27490000.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-pro-14iah7-i7-82ut006cvn,4.0,3.8
Asus,Asus Zenbook 14 OLED UX3402ZA i7 1260P (KM221W),"14"",2K,90Hz","i7, 1260P, 2.1GHz",1.39 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/285771/asus-zenbook-14-oled-ux3402za-i7-km221w-600x600.jpg,27390000.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402za-i7-km221w,10.0,4.0
Dell,Dell Inspiron 16 5620 i7 1255U (N6I7009W1),"16"",FullHD","i7, 1255U, 1.7GHz",1.97 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/306103/dell-inspiron-16-5620-i7-n6i7009w1-thumb-600x600.jpg,26590000.0,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7009w1,,
Asus,Asus Zenbook 14 OLED UX3402VA i5 1340P (KM085W),"14"",2K,90Hz","i5, 1340P, 1.9GHz",1.39 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/304260/asus-zenbook-14-oled-ux3402va-i5-km085w-thumb-600x600.jpg,26490000.0,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3402va-i5-km085w,1.0,5.0
MSI,MSI Summit E14 Evo A12M i7 1280P (211VN),"14"",2K","i7, 1280P, 1.8GHz",1.6 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/304541/msi-summit-e14-evo-a12m-i7-211vn-thumb-600x600.jpg,26490000.0,https://www.thegioididong.com/laptop/msi-summit-e14-evo-a12m-i7-211vn,,
Lenovo,Lenovo ThinkPad E15 Gen 4 i7 1260P (21E600CPVN),"15.6"",FullHD","i7, 1260P, 2.1GHz",1.7 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/299799/lenovo-thinkpad-e15-gen-4-i7-21e600cpvn-thumb-laptop-600x600.jpg,26190000.0,https://www.thegioididong.com/laptop/lenovo-thinkpad-e15-gen-4-i7-21e600cpvn,2.0,4.5
Lenovo,Lenovo Yoga Slim 7 Carbon 13ITL5 i5 1135G7 (82EV00AVVN),"13.3"",2K","i5, 1135G7, 2.4GHz",0.966 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/284189/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn-020722-015914-600x600.jpg,25990000.0,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn,6.0,4.5
Asus,Asus Vivobook Pro 15 OLED K6502Z i5 12450H (MA025W),"15.6"",2K,120Hz","i5, 12450H, 2GHz",1.8 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/292690/asus-vivobook-pro-15-k6502z-i5-ma025w-241122-102353-600x600.jpg,25990000.0,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-k6502z-i5-ma025w,3.0,5.0
HP,HP Pavilion X360 14 ek0132TU i7 1255U (7C0W4PA),"14"",FullHD","i7, 1255U, 1.7GHz",1.51 kg,SSD 512 GB,RAM 16 GB,https://cdn.tgdd.vn/Products/Images/44/303079/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa-thumb-600x600.jpg,25290000.0,https://www.thegioididong.com/laptop/hp-pavilion-x360-14-ek0132tu-i7-7c0w4pa,3.0,4.3
